Location,Technology       ,Tweet                                                                                                                                                                                                                                                                                                                                                                ,Sentiment_Score
CA      ,Virtual Reality  ,"Through the use of innovative virtual reality technology, plumbers are able to troubleshoot problems much easier. https://t.co/cIqhFME3ap                                                                                                                                                                                                                          ",1
CA      ,Virtual Reality  ,"In Virtual Reality, How Much Body Do You Need? https://t.co/pVjKR7pt0Y https://t.co/hdrjPriGwW                                                                                                                                                                                                                                                                     ",1
CA      ,Virtual Reality  ,SexPOV is the #1 store in Virtual Sex Category!!  Check it out and see why we make the best virtual sex clips!\u2026 https://t.co/Zbr0caqSBb                                                                                                                                                                                                                         ,1
CA      ,Virtual Reality  ,RT @CityofEdmonton: Experience a future #ValleyLineWest LRT stop in virtual reality! https://t.co/wtdMIOoLIZ #yegtransit                                                                                                                                                                                                                                             ,1
CA      ,Virtual Reality  ,Virtual reality truly works best in a zero g environment. You know it\u2019s true #VirtualReality                                                                                                                                                                                                                                                                    ,0
CA      ,Virtual Reality  ,RT @GoogleDoodles: Today we present a special feature: our first-ever Virtual Reality / 360\u00b0 video #GoogleDoodle! Celebrate French illusion\u2026                                                                                                                                                                                                               ,1
CA      ,Virtual Reality  ,RT @CityofEdmonton: Experience a future #ValleyLineWest LRT stop in virtual reality! https://t.co/wtdMIOoLIZ #yegtransit                                                                                                                                                                                                                                             ,1
CA      ,Virtual Reality  ,One highlight for us from this year\u2019s #BCTECHSummit: Flying over Northern BC\u2019s mining and construction sites in Vir\u2026 https://t.co/vWBbjYu70O                                                                                                                                                                                                          ,0
CA      ,Virtual Reality  ,RT @Bill_IoT: Where is Augmented and Virtual Reality Technology Headed? https://t.co/oSD5aZmPGe via @IoTForAll #ar #vr #VirtualReality #aug\u2026                                                                                                                                                                                                                    ,0
CA      ,Virtual Reality  ,RT @GeradSimon: From Synthwave night in @thewavevr \ud83d\ude0e\n\n@Basshead_EVOL treated attendees to #retro beats and visuals!\nI just love partying in\u2026                                                                                                                                                                                                      ,0
CA      ,Virtual Reality  ,\Sitting court side                                                                                                                                                                                                                                                                                                                                                  ,1
CA      ,Virtual Reality  ,Kate Stoltzfus 5 Ways Teachers Can Use Virtual and Augmented Reality in the Classroom https://t.co/lVMNSI3tGs                                                                                                                                                                                                                                                        ,0
CA      ,Virtual Reality  ,"Readers of the New York Times think this Technology article is pretty cool, so we bet you'll like it too! \In Virtu\u2026 https://t.co/Pn9HhL90vc""                                                                                                                                                                                                                ",0
CA      ,Virtual Reality  ,From Synthwave night in @thewavevr \ud83d\ude0e\n\n@Basshead_EVOL treated attendees to #retro beats and visuals!\nI just love par\u2026 https://t.co/aE3pq0uVPY                                                                                                                                                                                                      ,1
CA      ,Virtual Reality  ,RT @CityofEdmonton: Experience a future #ValleyLineWest LRT stop in virtual reality! https://t.co/wtdMIOoLIZ #yegtransit                                                                                                                                                                                                                                             ,1
CA      ,Virtual Reality  ,"\virtual and augmented reality are helping to train clinicians to 'more skillfully handle delicate interactions wit\u2026 https://t.co/5LvIOZzGWf""                                                                                                                                                                                                                ",0
CA      ,Virtual Reality  ,"RT @seattletimes: Last year, virtual reality was just a small part of a larger festival-lounge area, but this year there are 36 pieces cura\u2026                                                                                                                                                                                                                  ",1
CA      ,Virtual Reality  ,Amazon think about Virtual Reality? #StayImmVrsed #ICO #ImmVrse                                                                                                                                                                                                                                                                                                      ,0
CA      ,Virtual Reality  ,Why Virtual Reality Matters to Marketing #infographic #VirtualReality #AR #vr #Marketing https://t.co/5rNhs480IT https://t.co/8vwCQMbxb5                                                                                                                                                                                                                             ,0
CA      ,Virtual Reality  ,RT @David_Mullich: ICYMI Virtual reality is in play at the @lafilmschool  Game Fair.\nhttps://t.co/HVi0zQ6TBe #virtualreality #vr #gamedev #\u2026                                                                                                                                                                                                                   ,0
CA      ,Virtual Reality  ,"\u265f Trilobites: In Virtual Reality, How Much Body Do You Need? #TTiNFo https://t.co/hMbRgmiYQ7                                                                                                                                                                                                                                                                  ",0
CA      ,Virtual Reality  ,"RT @seattletimes: Last year, virtual reality was just a small part of a larger festival-lounge area, but this year there are 36 pieces cura\u2026                                                                                                                                                                                                                  ",1
CA      ,Virtual Reality  ,RT @CityofEdmonton: Experience a future #ValleyLineWest LRT stop in virtual reality! https://t.co/wtdMIOoLIZ #yegtransit                                                                                                                                                                                                                                             ,0
CA      ,Virtual Reality  ,Still not down from the high of @vrlosangeles ! Especially after seeing this awesome video our fellow collaborator\u2026 https://t.co/keFOue1fOF                                                                                                                                                                                                                     ,0
CA      ,Virtual Reality  ,"RT @seattletimes: Last year, virtual reality was just a small part of a larger festival-lounge area, but this year there are 36 pieces cura\u2026                                                                                                                                                                                                                  ",1
CA      ,Virtual Reality  ,\Sitting court side                                                                                                                                                                                                                                                                                                                                                  ,0
CA      ,Virtual Reality  ,"RT @EliseCornille: Fascinating article about how #VirtualReality changes not only our sense of space, but our body consciousness #VR https:\u2026                                                                                                                                                                                                                  ",0
CA      ,Virtual Reality  ,"RT @SVVRLIVE: #SVVR is excited to announce MULTIVERSE\u2014an open design initiative powering real-time, live event communications between real\u2026                                                                                                                                                                                                              ",1
CA      ,Virtual Reality  ,RT @DoroteLucci: How will #VirtualReality change our #consciousness?  How will switching into another\u2019s #worldview affect us? #Mentalhealth\u2026                                                                                                                                                                                                               ,1
CA      ,Virtual Reality  ,FPBA brought #VirtualReality to @NuVasiveInc's groundbreaking ceremony on Monday to engage shareowners and guests w\u2026 https://t.co/ClENbuJTcq                                                                                                                                                                                                                    ,0
CA      ,Virtual Reality  ,RT @VRPornStudio: Stunning @AmirahAdaraxxx invites you to enjoy her pussy in virtual reality https://t.co/PPC62y8xvj https://t.co/x51pw71zBC                                                                                                                                                                                                                         ,0
CA      ,Virtual Reality  ,This weeks episode is up!\n\n@Real_Chriswhill visits to talk about his school days with @AARONSCHWARTZ11 editing real\u2026 https://t.co/J7jl7JE9qz                                                                                                                                                                                                                  ,1
CA      ,Virtual Reality  ,Hudson Yards debuts #virtualreality tours of its stylish model apartments\nhttps://t.co/E5O0Z1x9aC https://t.co/z8kaQi2XWh                                                                                                                                                                                                                                           ,0
CA      ,Virtual Reality  ,RT @nicolebpay: How augmented and virtual reality will reshape the food\u00a0industry https://t.co/KBxVEy5Fue via @techcrunch                                                                                                                                                                                                                                        ,1
CA      ,Virtual Reality  ,"RT @SVVRLIVE: #SVVR is excited to announce MULTIVERSE\u2014an open design initiative powering real-time, live event communications between real\u2026                                                                                                                                                                                                              ",0
CA      ,Virtual Reality  ,"RT @SVVRLIVE: #SVVR is excited to announce MULTIVERSE\u2014an open design initiative powering real-time, live event communications between real\u2026                                                                                                                                                                                                              ",1
CA      ,Virtual Reality  ,"Fun way to attend a conference without needing to travel. \serendipitous interactions between co-located events and\u2026 https://t.co/izrGMUBOek""                                                                                                                                                                                                                ",1
CA      ,Virtual Reality  ,RT @CityofEdmonton: Experience a future #ValleyLineWest LRT stop in virtual reality! https://t.co/wtdMIOoLIZ #yegtransit                                                                                                                                                                                                                                             ,1
CA      ,Virtual Reality  ,Join us at the next ESVR Meetup! https://t.co/ceK9lVUBZ7 https://t.co/js51hBNDen                                                                                                                                                                                                                                                                                     ,0
CA      ,Virtual Reality  ,Facebook is building a 3D virtual reality based on your photos \u2014 so you can relive your prom album in real time (wi\u2026 https://t.co/T4jGL3iw9S                                                                                                                                                                                                               ,0
CA      ,Virtual Reality  ,Facebook is building a 3D virtual reality based on your photos \u2014 so you can relive your prom album in real time (wi\u2026 https://t.co/mQV6cYpOTf                                                                                                                                                                                                               ,1
CA      ,Virtual Reality  ,RT @CityofEdmonton: Experience a future #ValleyLineWest LRT stop in virtual reality! https://t.co/wtdMIOoLIZ #yegtransit                                                                                                                                                                                                                                             ,1
CA      ,Virtual Reality  ,#Facebook is building a 3D virtual reality based on your #photos \u2014 so you can relive your prom album in real time (\u2026 https://t.co/IuNDA5pzAq                                                                                                                                                                                                               ,0
CA      ,Virtual Reality  ,MASH Facebook is building a 3D virtual reality based on your photos \u2014 so you can relive your prom album in real tim\u2026 https://t.co/QSl9Y4WZQI                                                                                                                                                                                                               ,1
CA      ,Virtual Reality  ,Selfie w/ ppl in #VR \u201cin\u201d the projector at #SVVR 5th Anniversary last night. SVVR announced 2 major things: 1)\u2026 https://t.co/BdJWW0451W                                                                                                                                                                                                               ,1
CA      ,Virtual Reality  ,"Fascinating article about how #VirtualReality changes not only our sense of space, but our body consciousness #VR https://t.co/Lc0WCnZQqK                                                                                                                                                                                                                          ",0
CA      ,Virtual Reality  ,New virtual-reality testing ground for drones  https://t.co/7aFcq76fJ2 #news Dronenews                                                                                                                                                                                                                                                                               ,1
CA      ,Virtual Reality  ,Experience a future #ValleyLineWest LRT stop in virtual reality! https://t.co/wtdMIOoLIZ #yegtransit                                                                                                                                                                                                                                                                 ,1
CA      ,Virtual Reality  ,"RT @SVVRLIVE: #SVVR is excited to announce MULTIVERSE\u2014an open design initiative powering real-time, live event communications between real\u2026                                                                                                                                                                                                              ",0
CA      ,Virtual Reality  ,How Virtual Reality Entertainment Impacts Brands and Movies https://t.co/6CPlyLYzJo                                                                                                                                                                                                                                                                                  ,1
CA      ,Virtual Reality  ,"Pankow's Marc Valls, Luis Perez and Jason Lim currently presenting on, \Using Technology Workflows as a Key Player\u2026 https://t.co/t2gvHyVwrP""                                                                                                                                                                                                                 ",0
CA      ,Virtual Reality  ,"RT @SVVRLIVE: #SVVR is excited to announce MULTIVERSE\u2014an open design initiative powering real-time, live event communications between real\u2026                                                                                                                                                                                                              ",0
CA      ,Virtual Reality  ,"RT @SVVRLIVE: #SVVR is excited to announce MULTIVERSE\u2014an open design initiative powering real-time, live event communications between real\u2026                                                                                                                                                                                                              ",1
CA      ,Virtual Reality  ,"RT @seattletimes: Last year, virtual reality was just a small part of a larger festival-lounge area, but this year there are 36 pieces cura\u2026                                                                                                                                                                                                                  ",1
CA      ,Virtual Reality  ,"RT @SustainMacEwanU: Science Odyssey at MacEwan University today! 3D printing, Virtual Reality tours, and more! #sciody @Sci_Od https://t.c\u2026                                                                                                                                                                                                                  ",0
CA      ,Virtual Reality  ,@idekceline It was Laurie Anderson who first said \u2018virtual reality won\u2019t seem real until they put a little dirt in it\u2019                                                                                                                                                                                                                                ,1
CA      ,Virtual Reality  ,"RT @SVVRLIVE: #SVVR is excited to announce MULTIVERSE\u2014an open design initiative powering real-time, live event communications between real\u2026                                                                                                                                                                                                              ",0
CA      ,Virtual Reality  ,RT @Paul_Sonnier: Taking Self Care To The Skies: @Qantas Lets You Meditate In Virtual Reality\nhttps://t.co/9LpzYAGtus\n#DigitalHealth #VR ht\u2026                                                                                                                                                                                                                  ,1
CA      ,Virtual Reality  ,Artist Leo Castaneda plays with ideas of immersion and mixed reality- the merging of real and virtual worlds - https://t.co/OAt32mbLfZ                                                                                                                                                                                                                               ,0
CA      ,Virtual Reality  ,RT @mrslepre: Kate Stoltzfus 5 Ways Teachers Can Use Virtual and Augmented Reality in the Classroom https://t.co/lVMNSI3tGs                                                                                                                                                                                                                                          ,1
CA      ,Virtual Reality  ,"In Virtual Reality, How Much Body Do You Need? https://t.co/uX2SItKx0X #embodied #cogsci                                                                                                                                                                                                                                                                           ",0
CA      ,Virtual Reality  ,"Interesting views from Jaron Lanier, a founding father of virtual reality. (We've also seen him, barefoot, playing\u2026 https://t.co/EH6tdmv4z0                                                                                                                                                                                                                   ",1
CA      ,Virtual Reality  ,"RT @SVVRLIVE: #SVVR is excited to announce MULTIVERSE\u2014an open design initiative powering real-time, live event communications between real\u2026                                                                                                                                                                                                              ",1
CA      ,Virtual Reality  ,Indigenous virtual reality: An experiment in 'Indigenization of cyberspace' #Gaming | CBC Radio https://t.co/8AZLS4akU5                                                                                                                                                                                                                                              ,1
CA      ,Virtual Reality  ,RT @PlutoVR: Come make some #VR #art with us! Pop into our virtual open studio every Thursday from 3-5pm on Pluto. See what other make and\u2026                                                                                                                                                                                                                     ,0
CA      ,Virtual Reality  ,"RT @SVVRLIVE: #SVVR is excited to announce MULTIVERSE\u2014an open design initiative powering real-time, live event communications between real\u2026                                                                                                                                                                                                              ",0
CA      ,Virtual Reality  ,Space tourism for the people: become a virtual reality astronaut. https://t.co/Kqfccmc2gN #VR                                                                                                                                                                                                                                                                        ,1
CA      ,Virtual Reality  ,RT @PlutoVR: Come make some #VR #art with us! Pop into our virtual open studio every Thursday from 3-5pm on Pluto. See what other make and\u2026                                                                                                                                                                                                                     ,0
CA      ,Virtual Reality  ,RT @virtrealitytime: New #virtualreality program helps victims of sexual assault\nhttps://t.co/ql6lnz475z https://t.co/khjdO9ElXi                                                                                                                                                                                                                                    ,0
CA      ,Virtual Reality  ,@SW_Help What about virtual reality? You could try fooling your captives that the floors are clean and the trains arrive on time.                                                                                                                                                                                                                                    ,1
CA      ,Virtual Reality  ,"RT @cnalive: \This is serious.\"" #PopeFrancis https://t.co/GV1IIR9SFU""                                                                                                                                                                                                                                                                                           ",1
CA      ,Virtual Reality  ,"Dr. Joanna Carter was featured on a local news station in Medford, OR for offering the most advanced Vision Therapy\u2026 https://t.co/aTjwOYlygY                                                                                                                                                                                                                  ",0
CA      ,Virtual Reality  ,"RT @SVVRLIVE: #SVVR is excited to announce MULTIVERSE\u2014an open design initiative powering real-time, live event communications between real\u2026                                                                                                                                                                                                              ",1
CA      ,Virtual Reality  ,Come make some #VR #art with us! Pop into our virtual open studio every Thursday from 3-5pm on Pluto. See what othe\u2026 https://t.co/UcaaO2gZkx                                                                                                                                                                                                                    ,1
CA      ,Virtual Reality  ,Virtual reality (vr) market size projected reach $26.89 billion by 2022 zion market research - https://t.co/fC0phJsIHz                                                                                                                                                                                                                                               ,0
CA      ,Virtual Reality  ,RT @CityofEdmonton: Experience a future #ValleyLineWest LRT stop in virtual reality! https://t.co/wtdMIOoLIZ #yegtransit                                                                                                                                                                                                                                             ,0
CA      ,Virtual Reality  ,#MIT Develops #Virtual Reality #Training Ground for #Drones https://t.co/YiKgkh9WX2 https://t.co/HDJs5uOkPL                                                                                                                                                                                                                                                          ,0
CA      ,Virtual Reality  ,"RT @SVVRLIVE: #SVVR is excited to announce MULTIVERSE\u2014an open design initiative powering real-time, live event communications between real\u2026                                                                                                                                                                                                              ",0
CA      ,Virtual Reality  ,"Trilobites: In Virtual Reality, How Much Body Do You Need? https://t.co/RSJjHJay0v https://t.co/8g7Z0Hg88W                                                                                                                                                                                                                                                         ",1
CA      ,Virtual Reality  ,Researchers develop virtual-reality testing ground for drones https://t.co/WQIjzoGt5V -https://t.co/zB1hIPIJK3\nDeve\u2026 https://t.co/mpF1HjKDB0                                                                                                                                                                                                                   ,1
CA      ,Virtual Reality  ,RT @virtrealitytime: Fidelity creates #virtualreality chatbot\nhttps://t.co/lTBMj0ZEBR https://t.co/5NzcrHcgmE                                                                                                                                                                                                                                                       ,0
CA      ,Virtual Reality  ,"RT @firsthandtech: As a pioneer in the industry, Firsthand has emerged as a leader in Global AR and VR healthcare opportunities for investo\u2026                                                                                                                                                                                                                  ",0
CA      ,Virtual Reality  ,"RT @firsthandtech: As a pioneer in the industry, Firsthand has emerged as a leader in Global AR and VR healthcare opportunities for investo\u2026                                                                                                                                                                                                                  ",0
CA      ,Virtual Reality  ,New #virtualreality program helps victims of sexual assault\nhttps://t.co/ql6lnz475z https://t.co/khjdO9ElXi                                                                                                                                                                                                                                                         ,0
CA      ,Virtual Reality  ,"As a pioneer in the industry, Firsthand has emerged as a leader in Global AR and VR healthcare opportunities for in\u2026 https://t.co/yFv6XSvVZT                                                                                                                                                                                                                  ",1
CA      ,Virtual Reality  ,"As a pioneer in the industry, Firsthand has emerged as a leader in Global AR and VR healthcare opportunities for in\u2026 https://t.co/rxiggFWXQw                                                                                                                                                                                                                  ",0
CA      ,Virtual Reality  ,"RT @SVVRLIVE: #SVVR is excited to announce MULTIVERSE\u2014an open design initiative powering real-time, live event communications between real\u2026                                                                                                                                                                                                              ",0
CA      ,Virtual Reality  ,"RT @raminskibba: That's interesting: As the real space tourism industry falters, virtual reality space travel seems to be ramping up. https\u2026                                                                                                                                                                                                                  ",1
CA      ,Virtual Reality  ,"RT @raminskibba: That's interesting: As the real space tourism industry falters, virtual reality space travel seems to be ramping up. https\u2026                                                                                                                                                                                                                  ",1
CA      ,Virtual Reality  ,RT @esidevr: Join us at the next ESVR Meetup! https://t.co/ceK9lVUBZ7 https://t.co/js51hBNDen                                                                                                                                                                                                                                                                        ,1
CA      ,Virtual Reality  ,Virtual Reality= endless entertainment at the expense of the person who is running nowhere and screaming at nothing #a3nightout                                                                                                                                                                                                                                      ,0
CA      ,Virtual Reality  ,"RT @cnalive: \This is serious.\"" #PopeFrancis https://t.co/GV1IIR9SFU""                                                                                                                                                                                                                                                                                           ",0
CA      ,Virtual Reality  ,"That's interesting: As the real space tourism industry falters, virtual reality space travel seems to be ramping up. https://t.co/cNPD0PWOek                                                                                                                                                                                                                       ",0
CA      ,Virtual Reality  ,"In Virtual Reality, How Much Body Do You Need? https://t.co/UTudbheHCv If you like Virtual Reality, you can create\u2026 https://t.co/FmxSBVtVOx                                                                                                                                                                                                                   ",1
CA      ,Virtual Reality  ,RT @SoftwaredevIn: #Dallas #startup #entrepreneur #VirtualReality #VR changes the way we watch #VIDEO https://t.co/EokzUVX7EH                                                                                                                                                                                                                                        ,1
CA      ,Virtual Reality  ,#StayImmVRsed #ICO Read our CEO's interview with Inc. Magazine: https://t.co/4Exv7F7eNH #ImmVRse   https://t.co/ALGnAoQ7gf                                                                                                                                                                                                                                           ,0
CA      ,Virtual Reality  ,5 Ways Teachers Can Use Virtual and Augmented Reality in the Classroom - Teaching Now - Education Week Teacher https://t.co/p4j8IxXcbC                                                                                                                                                                                                                               ,0
CA      ,Virtual Reality  ,zSpace Brings Virtual Reality Classroom to Silver Springs Students https://t.co/3VamNCoxDW                                                                                                                                                                                                                                                                           ,0
CA      ,Virtual Reality  ,It was great speaking with @SAEdelstein and #digitaltrends about the future of automotive https://t.co/TOxBTMgd93                                                                                                                                                                                                                                                    ,0
CA      ,Virtual Reality  ,"RT @SVVRLIVE: #SVVR is excited to announce MULTIVERSE\u2014an open design initiative powering real-time, live event communications between real\u2026                                                                                                                                                                                                              ",1
CA      ,Virtual Reality  ,"Through the use of innovative virtual reality technology, plumbers are able to troubleshoot problems much easier. https://t.co/cIqhFME3ap                                                                                                                                                                                                                          ",1
CA      ,Virtual Reality  ,"In Virtual Reality, How Much Body Do You Need? https://t.co/pVjKR7pt0Y https://t.co/hdrjPriGwW                                                                                                                                                                                                                                                                     ",1
CA      ,Virtual Reality  ,SexPOV is the #1 store in Virtual Sex Category!!  Check it out and see why we make the best virtual sex clips!\u2026 https://t.co/Zbr0caqSBb                                                                                                                                                                                                                         ,1
CA      ,Virtual Reality  ,RT @CityofEdmonton: Experience a future #ValleyLineWest LRT stop in virtual reality! https://t.co/wtdMIOoLIZ #yegtransit                                                                                                                                                                                                                                             ,1
CA      ,Virtual Reality  ,Virtual reality truly works best in a zero g environment. You know it\u2019s true #VirtualReality                                                                                                                                                                                                                                                                    ,0
CA      ,Virtual Reality  ,RT @GoogleDoodles: Today we present a special feature: our first-ever Virtual Reality / 360\u00b0 video #GoogleDoodle! Celebrate French illusion\u2026                                                                                                                                                                                                               ,1
CA      ,Virtual Reality  ,RT @CityofEdmonton: Experience a future #ValleyLineWest LRT stop in virtual reality! https://t.co/wtdMIOoLIZ #yegtransit                                                                                                                                                                                                                                             ,1
CA      ,Virtual Reality  ,One highlight for us from this year\u2019s #BCTECHSummit: Flying over Northern BC\u2019s mining and construction sites in Vir\u2026 https://t.co/vWBbjYu70O                                                                                                                                                                                                          ,0
CA      ,Virtual Reality  ,RT @Bill_IoT: Where is Augmented and Virtual Reality Technology Headed? https://t.co/oSD5aZmPGe via @IoTForAll #ar #vr #VirtualReality #aug\u2026                                                                                                                                                                                                                    ,0
CA      ,Virtual Reality  ,RT @GeradSimon: From Synthwave night in @thewavevr \ud83d\ude0e\n\n@Basshead_EVOL treated attendees to #retro beats and visuals!\nI just love partying in\u2026                                                                                                                                                                                                      ,0
CA      ,Virtual Reality  ,\Sitting court side                                                                                                                                                                                                                                                                                                                                                  ,1
CA      ,Virtual Reality  ,Kate Stoltzfus 5 Ways Teachers Can Use Virtual and Augmented Reality in the Classroom https://t.co/lVMNSI3tGs                                                                                                                                                                                                                                                        ,0
CA      ,Virtual Reality  ,"Readers of the New York Times think this Technology article is pretty cool, so we bet you'll like it too! \In Virtu\u2026 https://t.co/Pn9HhL90vc""                                                                                                                                                                                                                ",0
CA      ,Virtual Reality  ,From Synthwave night in @thewavevr \ud83d\ude0e\n\n@Basshead_EVOL treated attendees to #retro beats and visuals!\nI just love par\u2026 https://t.co/aE3pq0uVPY                                                                                                                                                                                                      ,1
CA      ,Virtual Reality  ,RT @CityofEdmonton: Experience a future #ValleyLineWest LRT stop in virtual reality! https://t.co/wtdMIOoLIZ #yegtransit                                                                                                                                                                                                                                             ,1
CA      ,Virtual Reality  ,"\virtual and augmented reality are helping to train clinicians to 'more skillfully handle delicate interactions wit\u2026 https://t.co/5LvIOZzGWf""                                                                                                                                                                                                                ",0
CA      ,Virtual Reality  ,"RT @seattletimes: Last year, virtual reality was just a small part of a larger festival-lounge area, but this year there are 36 pieces cura\u2026                                                                                                                                                                                                                  ",1
