Location,Technology       ,Tweet                                                                                                                                                                                                                                                                                                                                                                ,Sentiment_Score
CA      ,Blockchain       ,RT @ozy: Muhammad Noor of Rohingya Vision is using blockchain to serve the needs of a stateless people. https://t.co/yBS14rur1j                                                                                                                                                                                                                                      ,0
CA      ,Blockchain       ,RT @bitbrokersinc: Tel-Aviv Stock Exchange Turns to Blockchain for New Lending Platform #bitcoin https://t.co/EuLRDTAnbk                                                                                                                                                                                                                                             ,0
CA      ,Blockchain       ,RT @justinsuntron: #TRONSR Bixin @BixinIM will be participating in #TRON\u2019s Super Representative Elections! Our first SR Election will be on\u2026                                                                                                                                                                                                               ,1
CA      ,Blockchain       ,French Minister Urges France to Become Leader in Blockchain and Cryptocurrencies https://t.co/1Ulfi2C1Kj https://t.co/Vst7nr9Pyu                                                                                                                                                                                                                                     ,1
CA      ,Blockchain       ,RT @mickjr_jr: Another Giveaway for 2000 $Give #givescoin #Contest!\n\nTo win you must:\n\n1. Follow @Mickjr_jr and @GIVEScoin \n2. Like and ret\u2026                                                                                                                                                                                                               ,0
CA      ,Blockchain       ,RT @SocialWalletInc: Fees on the Social Wallet Platform have now been reduced from 1 WIRE to 0.1 WIRE! #WIRE #bitcoin #btc #ethereum #eth #\u2026                                                                                                                                                                                                                    ,1
CA      ,Blockchain       ,RT @XYOracleNetwork: Blockchain San Diego community is growing! #XYONetwork #blockchain #sandiego @SanDiego https://t.co/V3gLKOYQjF                                                                                                                                                                                                                                  ,0
CA      ,Blockchain       ,"@Blockchain_Jay Jay, I already know you have accumulated some #btcp Bitcoin Privates.  Our 52,000 community members\u2026 https://t.co/lHkbIisbSG                                                                                                                                                                                                                  ",0
CA      ,Blockchain       ,"I\u2019m inviting you to join https://t.co/rNXAQvBTYo, A blockchain platform that connects MILLIONS of music fans to MIL\u2026 https://t.co/j5Qp1P2bLE                                                                                                                                                                                                             ",0
CA      ,Blockchain       ,RT @AlexGrech: Wrap of day 1 of #3CLMT #Blockchain #Credentials &amp; #Connected Learning Conference in #Malta. Pretty wasted but good fun. And\u2026                                                                                                                                                                                                                ,0
CA      ,Blockchain       ,RT @BL0CULTURAL: Check out our recap of yesterday's event on How to Get a Job in Crypto! https://t.co/gmpMkX1N4w @akayyash @theklineventure\u2026                                                                                                                                                                                                                    ,1
CA      ,Blockchain       ,"Thank to Thomas Herman, he builds an excellent website to help developers start to use #Nebulas\u2026 https://t.co/kNLRHybF2c                                                                                                                                                                                                                                      ",0
CA      ,Robotics         ,"RT @ctorchia87: #AI #robotics can replace workers when they would be threatened by #carcinogens, this would make the world more #compassion\u2026                                                                                                                                                                                                                  ",1
CA      ,Robotics         ,RT @Lisa_Hughes_VR: Map of Computer Science #Infographic \nfrom @mr_mig_by \n#BigData #DataScience #AI #MachineLearning #Coding #Robotics #Io\u2026                                                                                                                                                                                                                  ,1
CA      ,Robotics         ,RT @TechCrunch: UC Berkely professor Ken Goldberg on the concept of singularity vs. multiplicity in robots https://t.co/Bl5Su2sq8d https://\u2026                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,RT @Mcmillas84: Building robots @DrClarkSchool #robotics #minstormlego https://t.co/pM0HkjFdMb                                                                                                                                                                                                                                                                       ,0
CA      ,Robotics         ,RT @MikeQuindazzi: 5 stage #automation maturity model &gt;&gt; #AI #RPA #IPA #MachineLearning #Software #Robotics #futureofwork &gt;&gt; @alvinfoo @Gro\u2026                                                                                                                                                                                                        ,0
CA      ,Robotics         ,"#AI #robotics can replace workers when they would be threatened by #carcinogens, this would make the world more\u2026 https://t.co/1PHe1t6p8t                                                                                                                                                                                                                      ",0
CA      ,Robotics         ,"RT @MikeQuindazzi: 16 common elements in a modern day #DigitalTransformation &gt;&gt; Infographic via @MikeQuindazzi &gt;&gt; #AI, #IoT, #Robotics, #Bl\u2026                                                                                                                                                                                                      ",0
CA      ,Robotics         ,Grade 5s loved exploring robotics today. They were so happy to see their robots move. https://t.co/ZEIBss5FSA                                                                                                                                                                                                                                                        ,0
CA      ,Robotics         ,"Somehow my brain forgot to cancel robotics teams from meeting today after school. Even though it's their \Friday\"" b\u2026 https://t.co/dUOJOFOSoH""                                                                                                                                                                                                              ",1
CA      ,Robotics         ,#IamIntel https://t.co/vxa4Kwn2QE https://t.co/g7PnqLaeWs                                                                                                                                                                                                                                                                                                            ,0
CA      ,Robotics         ,RT @MrTschritter: We're out of this world in the @GeorgeDavShl Makerspace! Making our moving satellite change directions and into different\u2026                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,See how Rogue Valley Microdevices supports youth in #STEM with FIRST Tech Challenge https://t.co/vLbXLPwah6 @FIRSTweets #robotics                                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,RT @gp_pulipaka: From Brain Waves to Robot Movements With Deep Learning: an Introduction. #BigData #DeepLearning #MachineLearning #DataScie\u2026                                                                                                                                                                                                                    ,1
CA      ,Robotics         ,"[BLOG &amp; PodCast] - I love talking to Ellen A Chang - I always learn something!   Deep tech, space tech, robotics, a\u2026 https://t.co/KukMYpvoFB                                                                                                                                                                                                              ",0
CA      ,Robotics         ,RT @RachelM55821874: The #IoT market is growing!#tech #technology #Data #Analytics #DataScience #AI #Infographic #ML #MachineLearning #Robo\u2026                                                                                                                                                                                                                    ,1
CA      ,Robotics         ,RT @BotAutomation: UAE Consumers Rank High in Appetite for Artificial Intelligence &gt;&gt; #Infographics &gt;&gt; #AI #ArtificialIntelligence #ML #Mac\u2026                                                                                                                                                                                                        ,0
CA      ,Robotics         ,"We also still have room in our SI Summer Programs in Art, Cooking, Dramatic Arts, Engineering, Future Authors\u2019 Work\u2026 https://t.co/jZ7pNMZ5ZI                                                                                                                                                                                                             ",0
CA      ,Robotics         ,RT @GreatnessPoised: #Innovation #Future #Trends #VirtualReality #IoT #Gaming #VR #AR #ML #Robots #Robotics #Tech #technology \nWelcome to t\u2026                                                                                                                                                                                                                   ,0
CA      ,Robotics         ,RT @singularityhub: Duplex runs contrary to pretty much every major recommendation about ethics for the use of robotics or artificial intel\u2026                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,RT @MikeQuindazzi: 5 stage #automation maturity model &gt;&gt; #AI #RPA #IPA #MachineLearning #Software #Robotics #futureofwork &gt;&gt; @alvinfoo @Gro\u2026                                                                                                                                                                                                        ,0
CA      ,Robotics         ,RT @MikeQuindazzi: AI augments #human ability to perform tasks faster or with more precision - but what's next? &gt;&gt; #PwC via @MikeQuindazzi\u2026                                                                                                                                                                                                               ,0
CA      ,Robotics         ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026                                                                                                                                                                                                                  ",1
CA      ,Robotics         ,"RT @MikeQuindazzi: 3 Global #Megatrends Leading to the Emergence of #Robotic Process #Automation - Join @MikeQuindazzi at #ONE18 on May 21,\u2026                                                                                                                                                                                                                  ",0
CA      ,Robotics         ,"RT @MikeQuindazzi: 16 common elements in a modern day #DigitalTransformation &gt;&gt; Infographic via @MikeQuindazzi &gt;&gt; #AI, #IoT, #Robotics, #Bl\u2026                                                                                                                                                                                                      ",1
CA      ,Robotics         ,RT @AngelHealthTech: RT @Ed_Lambert_P2P: #IoT market is growing\n\n#tech #technology #Data #Analytics #DataScience #AI #Infographic #ML #Mach\u2026                                                                                                                                                                                                                  ,0
CA      ,Robotics         ,Did you sign up for the Palo Alto Robotics meetup tomorrow? Looks good: https://t.co/TPbxt1nzuk                                                                                                                                                                                                                                                                      ,0
CA      ,Robotics         ,RT @MikeQuindazzi: #Robot! @BostonDynamics reveals it will begin selling SpotMini next year &gt;&gt; @MikeQuindazzi &gt;&gt; #Automation #AI #MachineLe\u2026                                                                                                                                                                                                        ,1
CA      ,Robotics         ,RT @MikeQuindazzi: 5 stage #automation maturity model &gt;&gt; #AI #RPA #IPA #MachineLearning #Software #Robotics #futureofwork &gt;&gt; @alvinfoo @Gro\u2026                                                                                                                                                                                                        ,0
CA      ,Robotics         ,"It doesn't matter if you hear #yanny or #laurel, we all agree you should look at #DSST schools during DPS' SchoolCh\u2026 https://t.co/gp9PLXYHXm                                                                                                                                                                                                                  ",0
CA      ,Robotics         ,"RT @MikeQuindazzi: 16 common elements in a modern day #DigitalTransformation &gt;&gt; Infographic via @MikeQuindazzi &gt;&gt; #AI, #IoT, #Robotics, #Bl\u2026                                                                                                                                                                                                      ",0
CA      ,Robotics         ,RT @MrTschritter: We're out of this world in the @GeorgeDavShl Makerspace! Making our moving satellite change directions and into different\u2026                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026                                                                                                                                                                                                                  ",0
CA      ,Robotics         ,RT @StoryTech: Companies that use marketing automation to nurture their contacts see a 451% increase in qualified leads. That's huge! What\u2026                                                                                                                                                                                                                     ,0
CA      ,Robotics         ,RT @MikeQuindazzi: #China leveraging #automation and #robotics to replace millions of #workers with #machines @MikeQuindazzi #ai #robotics\u2026                                                                                                                                                                                                                     ,1
CA      ,Robotics         ,RT @MikeQuindazzi: 12 #Automation techniques for competitive advantage! &gt;&gt;  #AI #RPA #IPA #MachineLearning #Software #Robotics #futureofwor\u2026                                                                                                                                                                                                              ,0
CA      ,Robotics         ,RT @Lisa_Hughes_VR: Map of Computer Science #Infographic \nfrom @mr_mig_by \n#BigData #DataScience #AI #MachineLearning #Coding #Robotics #Io\u2026                                                                                                                                                                                                                  ,0
CA      ,Robotics         ,RT @Mcmillas84: Building robots @DrClarkSchool #robotics #minstormlego https://t.co/pM0HkjFdMb                                                                                                                                                                                                                                                                       ,0
CA      ,Robotics         ,RT @MikeQuindazzi: #ArtificialIntelligence is #disrupting every #industry... and the #futureofwork. @wef via @MikeQuindazzi Hashtags #AI #M\u2026                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,Robotics are cool and no doubt the wave of the future.  Hazeldale Elementary in Portland Oregon is teaching the lat\u2026 https://t.co/ddCiQVhVfz                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,"RT @MikeQuindazzi: 3 Global #Megatrends Leading to the Emergence of #Robotic Process #Automation - Join @MikeQuindazzi at #ONE18 on May 21,\u2026                                                                                                                                                                                                                  ",1
CA      ,Robotics         ,"RT @MikeQuindazzi: 3 Global #Megatrends Leading to the Emergence of #Robotic Process #Automation - Join @MikeQuindazzi at #ONE18 on May 21,\u2026                                                                                                                                                                                                                  ",1
CA      ,Robotics         ,RT @AngelHealthTech: RT @Ed_Lambert_P2P: #IoT market is growing\n\n#tech #technology #Data #Analytics #DataScience #AI #Infographic #ML #Mach\u2026                                                                                                                                                                                                                  ,1
CA      ,Robotics         ,"Reminder! We're always looking for folks who are passionate about deep tech (robotics, CVML, AI)... Food and agricu\u2026 https://t.co/5k3H8IIUt9                                                                                                                                                                                                                  ",0
CA      ,Robotics         ,RT @AI_RT_100: How is #ArtificialIntelligence changing business? [Infographic] #DeepLearning #IoT #IIoT #IoE #NLP #MachineLearning #DataSci\u2026                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,"RT @MikeQuindazzi: 3 Global #Megatrends Leading to the Emergence of #Robotic Process #Automation - Join @MikeQuindazzi at #ONE18 on May 21,\u2026                                                                                                                                                                                                                  ",0
CA      ,Robotics         ,RT @TechCrunch: Watch every panel from TC Sessions: Robotics https://t.co/rHS07LzlCb                                                                                                                                                                                                                                                                                 ,1
CA      ,Robotics         ,RT @AI_RT_100: How is #ArtificialIntelligence changing business? [Infographic] #DeepLearning #IoT #IIoT #IoE #NLP #MachineLearning #DataSci\u2026                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,We're out of this world in the @GeorgeDavShl Makerspace! Making our moving satellite change directions and into dif\u2026 https://t.co/9HLckJGDq0                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,"RT @MikeQuindazzi: 3 Global #Megatrends Leading to the Emergence of #Robotic Process #Automation - Join @MikeQuindazzi at #ONE18 on May 21,\u2026                                                                                                                                                                                                                  ",0
CA      ,Robotics         ,RT @MikeQuindazzi: Pick and place #robot with #skills to recognize objects by size and weight &gt;&gt; @MIT and @Princeton via @MikeQuindazzi &gt;&gt;\u2026                                                                                                                                                                                                         ,1
CA      ,Robotics         ,RT @Softnet_Search: 10 ways to win with #digitaltransformation #Infographic via @MikeQuindazzi \n\n#ai #robotics #rpa #cx #iot #datascience #\u2026                                                                                                                                                                                                                  ,0
CA      ,Robotics         ,RT @ckrugo: TechCrunch Robotics Sessions all in one place https://t.co/XkgERVGq3X via @TechCrunch  #AI #BigData #Robotics https://t.co/IO4m\u2026                                                                                                                                                                                                                    ,1
CA      ,Robotics         ,RT @MikeQuindazzi: 8 key questions around #rpa and #robotics controls &gt;&gt; pwc via @MikeQuindazzi &gt;&gt; #ai #automation #corpgov #boardofdirecto\u2026                                                                                                                                                                                                        ,0
CA      ,Robotics         ,RT @MikeQuindazzi: 5 stage #automation maturity model &gt;&gt; #AI #RPA #IPA #MachineLearning #Software #Robotics #futureofwork &gt;&gt; @alvinfoo @Gro\u2026                                                                                                                                                                                                        ,0
CA      ,Robotics         ,RT @MikeQuindazzi: #AI startup in #China tops global rivals w/ $4.5 billion valuation &gt;&gt; @MikeQuindazzi &gt;&gt; #DeepLearning #MachineLearning #\u2026                                                                                                                                                                                                        ,0
CA      ,Robotics         ,"RT @MikeQuindazzi: 16 common elements in a modern day #DigitalTransformation &gt;&gt; Infographic via @MikeQuindazzi &gt;&gt; #AI, #IoT, #Robotics, #Bl\u2026                                                                                                                                                                                                      ",0
CA      ,Robotics         ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026                                                                                                                                                                                                                  ",0
CA      ,Robotics         ,"RT @OSRFoundation: We\u2019re happy to announce 26 new @rosorg packages, 131 updated, and 2 removed packages from Kinetic https://t.co/apPoC4VeN\u2026                                                                                                                                                                                                             ",0
CA      ,Robotics         ,RT @Felicity_Mills_: The #IoT market is growing!#tech #technology #Data #Analytics #DataScience #AI #Infographic #ML #MachineLearning #Robo\u2026                                                                                                                                                                                                                    ,1
CA      ,Robotics         ,WiseWiseQ : From Life Synthesis to Robot Synthesis Robotics Geometric Mechanics Approach Structural : https://t.co/0MOWi0ZBod                                                                                                                                                                                                                                        ,0
CA      ,Robotics         ,"RT @MikeQuindazzi: 16 common elements in a modern day #DigitalTransformation &gt;&gt; Infographic via @MikeQuindazzi &gt;&gt; #AI, #IoT, #Robotics, #Bl\u2026                                                                                                                                                                                                      ",0
CA      ,Robotics         ,RT @MikeQuindazzi: 8 key questions around #rpa and #robotics controls &gt;&gt; pwc via @MikeQuindazzi &gt;&gt; #ai #automation #corpgov #boardofdirecto\u2026                                                                                                                                                                                                        ,0
CA      ,Robotics         ,RT @MikeQuindazzi: #China leveraging #automation and #robotics to replace millions of #workers with #machines @MikeQuindazzi #ai #robotics\u2026                                                                                                                                                                                                                     ,0
CA      ,Robotics         ,OvatoCoin : From Life Synthesis to Robot Synthesis Introduction to Robotics : https://t.co/ZxgnNuJJ4v                                                                                                                                                                                                                                                                ,0
CA      ,Robotics         ,arichduvet : Migrate from SW-Defined-X to AI-Defined-X in Blockchain-powered Internet/Intranet A Textbook on Indust\u2026 https://t.co/1GVh9pNMxt                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,RT @kwalus: It was an honour to co-host the Advanced Prosthetics &amp; Soft Robotics session @etcmos in Whistler. Bringing together the best in\u2026                                                                                                                                                                                                                ,0
CA      ,Robotics         ,marauder_pinas : Migrate from SW-Defined-X to AI-Defined-X in Blockchain-powered Internet/Intranet Robotics Marriag\u2026 https://t.co/CZuExe2mzr                                                                                                                                                                                                                    ,1
CA      ,Robotics         ,crypto009 : Migrate from SW-Defined-X to AI-Defined-X in Blockchain-powered Internet/Intranet Robotics Research: Th\u2026 https://t.co/bDBenDCTrO                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,crypto009 : Migrate from SW-Defined-X to AI-Defined-X in Blockchain-powered Internet/Intranet Robotics Industrial A\u2026 https://t.co/w2BlhnX9sK                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,"RT @Wonolo: 5 ways to motivate #talent and prepare for the #futureofwork, today! \nMT @MikeQuindazzi\n#AI #AR #IoT#RPA #Robotics #Drones #Wea\u2026                                                                                                                                                                                                                ",0
CA      ,Robotics         ,RT @Lily_Startups: UAE Consumers Rank High in Appetite for Artificial Intelligence &gt;&gt; #Infographics &gt;&gt; #AI #ArtificialIntelligence #ML #Mac\u2026                                                                                                                                                                                                        ,0
CA      ,Robotics         ,Here are all the robots we saw at TC Sessions: Robotics https://t.co/OArEXAFABR https://t.co/kKZyNZfD0M                                                                                                                                                                                                                                                              ,0
CA      ,Robotics         ,RT @Lily_Startups: UAE Consumers Rank High in Appetite for Artificial Intelligence &gt;&gt; #Infographics &gt;&gt; #AI #ArtificialIntelligence #ML #Mac\u2026                                                                                                                                                                                                        ,0
CA      ,Robotics         ,#AI Applications in one #Infographic! #Tech #Robotics #BigData #IoT #Marketing #Deeplearning #ML #M2M #ML\u2026 https://t.co/XYTd3CtNzr                                                                                                                                                                                                                              ,0
CA      ,Robotics         ,"Dodeca 12 in 1 TTPM Review: \12 in 1 fun in the sun\"" https://t.co/2XJwQz7yKB""                                                                                                                                                                                                                                                                                   ",0
CA      ,Robotics         ,RT @Lily_Startups: UAE Consumers Rank High in Appetite for Artificial Intelligence &gt;&gt; #Infographics &gt;&gt; #AI #ArtificialIntelligence #ML #Mac\u2026                                                                                                                                                                                                        ,1
CA      ,Robotics         ,"Dodeca 12 in 1 TTPM Review: \12 in 1 fun in the sun\"" https://t.co/PGoEfFq1cW https://t.co/SdQpc3kgvw""                                                                                                                                                                                                                                                           ",0
CA      ,Robotics         ,RT @Lily_Startups: UAE Consumers Rank High in Appetite for Artificial Intelligence &gt;&gt; #Infographics &gt;&gt; #AI #ArtificialIntelligence #ML #Mac\u2026                                                                                                                                                                                                        ,1
CA      ,Robotics         ,RT @BotAutomation: UAE Consumers Rank High in Appetite for Artificial Intelligence &gt;&gt; #Infographics &gt;&gt; #AI #ArtificialIntelligence #ML #Mac\u2026                                                                                                                                                                                                        ,0
CA      ,Robotics         ,UAE Consumers Rank High in Appetite for Artificial Intelligence &gt;&gt; #Infographics &gt;&gt; #AI #ArtificialIntelligence #ML\u2026 https://t.co/pMUfQPSLQy                                                                                                                                                                                                        ,0
CA      ,Robotics         ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026                                                                                                                                                                                                                  ",0
CA      ,Robotics         ,"RT @NVIDIAEmbedded: Two amazing new members of our robotics team, Claire Delaunay and Dieter Fox, will be at #ICRA2018. Join them and other\u2026                                                                                                                                                                                                                  ",0
CA      ,Robotics         ,RT @Ed_Lambert_P2P: RT @Ed_Lambert_P2P: #IoT market is growing\n\n#tech #technology #Data #Analytics #DataScience #AI #Infographic #ML #Machi\u2026                                                                                                                                                                                                                  ,1
CA      ,Robotics         ,RT @Ed_Lambert_P2P: #IoT market is growing\n\n#tech #technology #Data #Analytics #DataScience #AI #Infographic #ML\u2026 https://t.co/N9F7Kp2Cv4                                                                                                                                                                                                                     ,0
CA      ,Robotics         ,Check out Septaer: Smart Display with 360\u00b0 Screen &amp; Camera by Taechyon Robotics Corporation on @Kickstarter https://t.co/NypsTsKY6x                                                                                                                                                                                                                         ,0
CA      ,Robotics         ,"RT @SmartRecruiters: If you can't beat 'em, make 'em: why #robotics is a sure way to stay relevant in the face of #automation. #hrtechnolog\u2026                                                                                                                                                                                                                  ",1
CA      ,Robotics         ,"RT @NVIDIAEmbedded: Two amazing new members of our robotics team, Claire Delaunay and Dieter Fox, will be at #ICRA2018. Join them and other\u2026                                                                                                                                                                                                                  ",1
CA      ,Robotics         ,Map of Computer Science #Infographic \nfrom @mr_mig_by \n#BigData #DataScience #AI #MachineLearning #Coding #Robotics\u2026 https://t.co/QXtpOZBZCD                                                                                                                                                                                                                  ,1
CA      ,Robotics         ,@JimMarous @emma_robotics @nodexl @MikeQuindazzi @SpirosMargaris @DeepLearn007 @helene_wpli @jblefevre60 This list\u2026 https://t.co/UgbQWg4kEo                                                                                                                                                                                                                     ,0
CA      ,Robotics         ,RT @MikeQuindazzi: 12 #Automation techniques for competitive advantage! &gt;&gt;  #AI #RPA #IPA #MachineLearning #Software #Robotics #futureofwor\u2026                                                                                                                                                                                                              ,0
CA      ,Robotics         ,RT @RachelM55821874: #AI Applications in one #Infographic! #Tech #Robotics #BigData #IoT #Marketing #Deeplearning #ML #M2M #ML #MachineLear\u2026                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,RT @MikeQuindazzi: 5 stage #automation maturity model &gt;&gt; #AI #RPA #IPA #MachineLearning #Software #Robotics #futureofwork &gt;&gt; @alvinfoo @Gro\u2026                                                                                                                                                                                                        ,0
CA      ,Robotics         ,Building robots @DrClarkSchool #robotics #minstormlego https://t.co/pM0HkjFdMb                                                                                                                                                                                                                                                                                       ,0
CA      ,Robotics         ,RT @GRNSeattle: We are looking for an outstanding Senior #Controls #Engineer with a strong background in #embedded programming with #unmann\u2026                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,RT @KR_MachineLearn: #AI Applications in one #Infographic! #Tech #Robotics #BigData #IoT #Marketing #Deeplearning #ML #M2M #ML #MachineLear\u2026                                                                                                                                                                                                                    ,1
CA      ,Robotics         ,"RT @MikeQuindazzi: Cafe X develops $25,000 #robotic barista - pouring 120 cups of coffee per hour @MikeQuindazzi #AI #Robots #Robotics #IoT\u2026                                                                                                                                                                                                                  ",0
CA      ,Robotics         ,RT @MikeQuindazzi: #Robot! @BostonDynamics reveals it will begin selling SpotMini next year &gt;&gt; @MikeQuindazzi &gt;&gt; #Automation #AI #MachineLe\u2026                                                                                                                                                                                                        ,0
CA      ,Robotics         ,Robotics races in Mr. Samari\u2019s class. #StandardSD https://t.co/eOYPR8nDzF                                                                                                                                                                                                                                                                                       ,0
CA      ,Robotics         ,#AI Applications in one #Infographic! #Tech #Robotics #BigData #IoT #Marketing #Deeplearning #ML #M2M #ML\u2026 https://t.co/uy6R2gxxnp                                                                                                                                                                                                                              ,0
CA      ,Robotics         ,"RT @MikeQuindazzi: 16 common elements in a modern day #DigitalTransformation &gt;&gt; Infographic via @MikeQuindazzi &gt;&gt; #AI, #IoT, #Robotics, #Bl\u2026                                                                                                                                                                                                      ",0
CA      ,Robotics         ,"RT @ctorchia87: #AI #robotics can replace workers when they would be threatened by #carcinogens, this would make the world more #compassion\u2026                                                                                                                                                                                                                  ",0
CA      ,Robotics         ,RT @Lisa_Hughes_VR: Map of Computer Science #Infographic \nfrom @mr_mig_by \n#BigData #DataScience #AI #MachineLearning #Coding #Robotics #Io\u2026                                                                                                                                                                                                                  ,1
CA      ,Robotics         ,RT @TechCrunch: UC Berkely professor Ken Goldberg on the concept of singularity vs. multiplicity in robots https://t.co/Bl5Su2sq8d https://\u2026                                                                                                                                                                                                                    ,0
CA      ,Robotics         ,RT @Mcmillas84: Building robots @DrClarkSchool #robotics #minstormlego https://t.co/pM0HkjFdMb                                                                                                                                                                                                                                                                       ,0
CA      ,Robotics         ,RT @MikeQuindazzi: 5 stage #automation maturity model &gt;&gt; #AI #RPA #IPA #MachineLearning #Software #Robotics #futureofwork &gt;&gt; @alvinfoo @Gro\u2026                                                                                                                                                                                                        ,0
